"samples"	"Sphingomonas1"	"Pseudomonas1"	"Caloribacterium1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Pseudomonas4"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Sphingomonas3"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Pseudomonas7"	"Sphingomonas4"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Planctomicrobium"	"Microbacteriaceae3"	"Sphingomonas5"	"Gaetbulimicrobium1"	"Microbacteriaceae4"	"Pseudomonas8"	"Gaetbulimicrobium2"	"Aureimonas"	"Sphingomonadaceae"	"Pseudomonas9"	"Puniceicoccus1"	"Massilia4"	"Polaromonas"	"Pseudomonas10"	"Janthinobacterium"	"Pseudomonas11"	"Acinetobacter"	"Pseudomonas12"	"Neorhizobium"	"Acetobacteraceae3"	"Pseudomonas13"	"Pseudomonas14"	"Methylobacterium2"	"Sphingomonas6"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Puniceicoccus2"	"Flavobacterium"	"Sphingomonas7"	"Hymenobacter1"	"Sphingomonas8"	"Pedobacter3"	"Caloribacterium2"	"Sphingomonas9"	"Sphingomonas11"	"Persicirhabdus"	"Pseudomonas15"	"Pseudomonas29"	"Pseudomonas21"	"Pseudomonas24"	"Pseudomonas16"	"Massilia5"	"Sphingomonas10"	"Arthrobacter"	"Pseudomonas17"	"Sphingomonas12"	"Pseudomonas20"	"Comamonas"	"Pseudomonas19"	"Pseudomonas18"	"Brevundimonas"	"Sphingomonas13"	"Hymenobacter2"	"Pseudomonas22"	"Duganella2"	"Pseudomonas23"	"Hymenobacter3"	"Pseudomonas25"	"Rhizobium2"	"Staphylococcus"	"Sphingomonas14"	"Pseudomonas26"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Acetobacteraceae4"	"Pseudomonas27"	"Pseudomonas28"	"Thermoproteus"	"Sphingomonas15"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Rhizobium3"	"Pedobacter5"	"Sphingomonas17"	"Pseudomonas35"	"Sphingomonas16"	"Sphingomonas18"	"Hymenobacter4"	"Pseudomonas32"	"Sphingomonas19"	"Epilithonimonas"	"Ramlibacter2"	"Sphingomonas21"	"Caloribacterium3"	"Pseudomonas31"	"Paenibacillus"	"Caloribacterium4"	"Pseudomonas33"	"Sphingomonas20"	"Caloribacterium5"	"Pseudomonas34"	"Caloribacterium6"	"Sphingomonas22"	"Methylobacterium3"	"Pseudomonas36"	"Cloacibacterium"	"Caloribacterium7"	"Caloribacterium8"	"Pseudomonas37"	"Caloribacterium9"	"Massilia6"	"Massilia7"	"Caloribacterium10"	"Massilia8"	"Sphingomonas23"	"Sphingomonas24"	"Methylobacterium4"	"Caloribacterium11"	"Caloribacterium12"	"Pseudomonas39"	"Microbacteriaceae5"	"Pseudomonas38"	"Sphingomonas25"	"Pseudomonas40"	"Sphingomonas26"	"Sphingomonas27"	"Phycisphaera"	"Caloribacterium13"	"Pseudomonas41"	"dataset.x"	"ROW_TOTALS"	"total"	"mtDNA"	"cpDNA"	"contam"	"prop_c"	"controls"	"in_MED"	"TOT_MED"	"n.post"	"n.pre"	"n.contam"	"prop.contam"	"n.otus"	"PlotNum"	"SubPlotTx"	"PlotCond"	"txfull"	"SampType"	"DmgM"	"DmgAny"	"NDmgTypes"
"77"	"NPB13_031_TD"	107	3620	3	0	864	11	0	381	0	0	0	121	71	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	45	0	0	0	24	0	0	2	11	1	1	0	2	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	18	20	16	0	20	0	0	0	13	0	4	0	11	16	0	0	0	13	2	17	0	22	0	0	0	1	0	0	0	0	43	11	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	0	0	0	0	11	0	0	37	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	6	0	0	0	0	0	1	1	"NPB2013"	5643	12974	6779	295	7074	0.545244334823493	"0"	"NPB13_031_TD"	5643	7242	22341	15099	0.6758	89	31	"TX"	"M"	"MTX"	"4L"	"y"	1	1
"78"	"NPB13_031_TU"	92	257	40	0	2	0	0	1	0	1	0	8	0	1	10	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	2	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	454	8083	4125	3467	7592	0.939255227019671	"0"	"NPB13_031_TU"	455	601	19212	18611	0.9687	46	31	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"79"	"NPB13_032_CD"	872	4590	94	0	18	148	3	493	204	0	8	8	162	0	0	40	0	0	5	249	0	0	3	1	17	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	6	0	0	4	2	0	7	0	1	0	0	11	48	0	4	0	0	0	0	2	3	0	5	0	2	16	3	0	30	16	13	1	11	6	2	0	21	7	0	0	23	28	0	4	0	14	2	16	0	1	3	0	3	20	0	2	0	0	0	20	1	4	0	0	0	0	0	0	4	0	0	4	0	11	3	0	0	0	0	6	0	1	2	0	4	4	0	0	0	20	0	1	1	6	1	0	0	0	0	1	0	0	2	0	5	0	14	2	1	0	3	0	0	19	"NPB2013"	7456	14255	3205	3207	6412	0.449807085233251	"0"	"NPB13_032_CD"	7457	9791	37991	28200	0.7423	165	32	"C"	"SA"	"SAC"	"4L"	"y"	1	1
"80"	"NPB13_032_CU"	7	23	82	0	7	0	0	1	0	1	0	0	3	0	0	2	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	154	7765	3138	4442	7580	0.976175144880876	"0"	"NPB13_032_CU"	155	138	26458	26320	0.9948	47	32	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"81"	"NPB13_032_TD"	43	508	1184	0	611	0	0	47	1	0	0	0	4	0	0	2	0	0	0	5	0	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	3	2	0	0	5	0	0	0	2	0	0	0	2	1	0	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	19	4	10	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	9	1	0	9	5	0	4	1	7	0	0	0	2	11	10	0	10	0	0	7	0	0	0	0	9	6	5	0	0	0	0	0	0	7	4	0	"NPB2013"	2672	13533	10653	63	10716	0.791842163600089	"0"	"NPB13_032_TD"	2677	1752	14824	13072	0.8818	46	32	"TX"	"SA"	"SATX"	"4L"	"y"	1	1
"82"	"NPB13_032_TU"	13	2680	34	0	38	25	0	15	1	0	0	7	0	0	8	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	4	14	0	13	0	0	0	19	0	0	3	10	13	0	0	0	13	0	5	0	2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	1	6	0	0	1	0	0	19	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	"NPB2013"	3052	20770	8166	9379	17545	0.844727973038036	"0"	"NPB13_032_TU"	3052	3940	40530	36590	0.9028	66	32	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"83"	"NPB13_033_CD"	3316	641	25	2	0	1	7	16	0	0	0	5	1	0	22	128	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	3	0	6	52	26	12	0	0	0	0	0	0	9	0	23	10	0	0	0	0	11	0	15	64	1	26	27	0	2	3	2	0	2	0	18	0	0	17	0	0	8	7	0	26	0	3	0	1	0	0	7	0	7	0	14	0	224	0	0	1	0	4	0	0	0	0	0	605	15	2	0	8	0	0	12	0	4	0	0	3	0	0	6	0	0	1	0	11	0	1	0	0	0	2	3	0	0	0	0	4	0	0	0	2	0	0	0	8	0	4	5	0	0	0	"NPB2013"	5574	9210	1524	1298	2822	0.306406080347448	"0"	"NPB13_033_CD"	5574	8283	27896	19613	0.7031	161	33	"C"	"SA"	"SAC"	"4L"	"y"	1	1
"84"	"NPB13_033_CU"	18	165	136	0	41	14	0	4	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	1	1	1	0	2	0	0	0	3	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	434	11801	4016	7260	11276	0.955512244725023	"0"	"NPB13_033_CU"	434	494	43553	43059	0.9887	54	33	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"85"	"NPB13_033_TD"	0	782	0	0	465	3	0	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	1	1	6	0	0	0	4	0	2	0	1	4	0	0	0	5	0	4	0	0	0	0	0	1	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	"NPB2013"	1378	18192	16624	73	16697	0.917821020228672	"0"	"NPB13_033_TD"	1378	1758	21387	19629	0.9178	33	33	"TX"	"SA"	"SATX"	"4L"	"y"	1	1
"86"	"NPB13_033_TU"	0	34	12	0	7	1	0	2	0	5	0	7	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	95	31603	24886	6473	31359	0.992279213998671	"0"	"NPB13_033_TU"	95	156	30752	30596	0.9949	42	33	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"87"	"NPB13_035_CD"	8	7	1	0	0	3	6	0	0	0	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	52	20071	17283	939	18222	0.907877036520353	"0"	"NPB13_035_CD"	52	4552	38378	33826	0.8814	241	35	"C"	"M"	"MC"	"4L"	"y"	1	1
"88"	"NPB13_035_CU"	9	6	1	0	1	11	0	23	2	0	0	1	6	0	3	0	0	0	0	2	8	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	115	9293	4945	4180	9125	0.981921876681373	"0"	"NPB13_035_CU"	115	202	23839	23637	0.9915	47	35	"C"	"M"	"MC"	"4L"	"n"	0	0
"89"	"NPB13_035_TD"	4	6183	32	0	250	48	0	325	0	0	0	355	22	0	3	0	0	0	27	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	162	0	0	0	41	0	29	0	0	0	0	33	36	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	39	15	22	1	29	0	3	0	34	0	2	0	19	19	0	0	0	24	0	16	0	145	0	0	0	0	0	2	0	0	44	18	0	0	0	0	0	0	0	0	0	22	0	0	0	8	0	0	0	0	1	7	0	0	1	0	0	45	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	15	0	2	0	0	0	0	1	"NPB2013"	8196	9096	561	18	579	0.0636543535620053	"0"	"NPB13_035_TD"	8196	10633	26474	15841	0.5984	108	35	"TX"	"M"	"MTX"	"4L"	"y"	1	1
"90"	"NPB13_035_TU"	15	1582	2	0	3	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	20	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	4	6	0	9	0	0	0	13	0	0	0	4	8	0	0	0	8	0	5	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	"NPB2013"	1745	11671	5983	3844	9827	0.842001542284294	"0"	"NPB13_035_TU"	1745	2303	29501	27198	0.9219	48	35	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"91"	"NPB13_036_CU"	2	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	13	10638	2449	8148	10597	0.996145892084978	"0"	"NPB13_036_CU"	NA	72	42511	42439	0.9983	39	36	"C"	"JA"	"JAC"	"4L"	"n"	0	0
"92"	"NPB13_036_TD"	0	0	0	0	0	76	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	87	23153	22923	29	22952	0.991318619617328	"0"	"NPB13_036_TD"	87	151	17644	17493	0.9914	21	36	"TX"	"JA"	"JATX"	"2L"	"y"	1	1
"93"	"NPB13_036_TU"	8	10	15	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	54	9759	2508	7156	9664	0.990265396044677	"0"	"NPB13_036_TU"	54	180	59102	58922	0.997	45	36	"TX"	"JA"	"JATX"	"4L"	"n"	0	0
"94"	"NPB13_037_CD"	121	488	20	0	1826	881	12	369	215	4	0	64	2225	0	17	3	0	0	1668	177	0	0	0	1239	2	0	0	0	51	2080	0	0	0	0	8	0	0	4	0	0	1	599	0	0	26	190	3232	139	0	0	28	0	21	1	0	1	0	0	76	0	1611	0	0	0	42	0	7	1	0	5	4	6	133	5	9	1	0	1	0	473	0	1	5	5	0	0	3	125	0	0	2	1	0	1	17	9	80	17	0	30	2	0	0	0	0	0	0	34	1	0	17	0	0	0	2	0	39	1	5	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	4	1	0	0	0	8	0	0	0	11	2	1	0	112	0	0	0	0	0	"NPB2013"	18627	30289	6845	57	6902	0.227871504506587	"0"	"NPB13_037_CD"	18627	32566	71709	39143	0.5459	712	37	"C"	"SA"	"SAC"	"4L"	"y"	1	1
"95"	"NPB13_037_CU"	34	32	2	0	0	2	2	0	0	1	0	0	11	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	"NPB2013"	110	10876	10683	56	10739	0.987403457153365	"0"	"NPB13_037_CU"	110	195	17101	16906	0.9886	29	37	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"96"	"NPB13_037_TD"	907	7173	552	0	2	47	3	31	41	4	0	2	42	1	1	40	0	0	0	9	0	0	0	0	22	0	0	0	0	1	0	0	0	0	16	0	0	63	0	1	0	1	0	0	89	0	0	28	0	0	0	0	26	63	0	3	1	0	1	0	0	2	1	7	6	8	41	4	0	64	21	20	0	47	2	0	0	31	5	0	2	31	26	0	2	0	32	21	26	0	3	0	1	5	30	1	0	0	0	2	21	1	1	0	0	0	0	0	0	5	0	0	5	0	11	2	0	0	2	6	17	0	3	11	0	4	4	2	0	0	17	0	2	1	15	2	1	0	3	0	2	0	0	4	2	7	0	3	1	0	0	1	2	1	31	"NPB2013"	9801	12800	2435	73	2508	0.1959375	"0"	"NPB13_037_TD"	9802	13012	27862	14850	0.533	189	37	"TX"	"SA"	"SATX"	"4L"	"y"	1	1
"97"	"NPB13_037_TU"	9	208	24	0	2	1	0	6	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"NPB2013"	284	9757	4606	4827	9433	0.966793071640873	"0"	"NPB13_037_TU"	284	418	28606	28188	0.9854	40	37	"TX"	"SA"	"SATX"	"2L"	"n"	0	0
"98"	"NPB13_038_CD"	391	2023	380	0	452	2328	1	748	578	13	3	1155	227	14	107	19	0	3	454	205	30	0	0	236	7	0	0	1	14	574	0	0	0	0	10	0	0	13	0	0	0	341	0	0	24	119	635	278	0	1	5	0	187	14	0	4	0	0	640	0	1142	2	0	2	17	6	27	0	0	11	8	9	237	6	61	0	0	9	0	663	0	14	7	12	0	0	8	5	13	0	179	0	0	8	34	3	158	26	0	39	4	5	1	0	0	0	0	6	0	0	24	1	0	0	11	1	64	4	2	1	4	0	2	1	0	0	16	2	0	0	4	0	2	2	2	0	6	0	2	0	0	0	0	3	2	18	0	0	1	45	2	1	3	1	0	"NPB2013"	15183	24415	5713	48	5761	0.235961499078435	"0"	"NPB13_038_CD"	15183	24375	58998	34623	0.5869	521	38	"C"	"JA"	"JAC"	"4L"	"y"	1	1
"99"	"NPB13_038_CU"	6911	259	237	0	29	73	85	60	1123	202	0	83	86	15	124	276	1	2	7	257	11	0	0	6	124	0	0	0	2	21	0	0	0	0	2265	0	36	1	0	2	5	1	0	1	417	2	79	0	0	0	0	0	0	0	0	55	8	0	41	0	0	21	0	47	55	5	13	16	0	0	1	1	0	1	13	32	0	1	33	7	1	1	0	85	33	0	0	2	2	0	0	0	0	95	6	23	1	15	0	0	2	0	24	0	0	0	2	2	3	24	0	11	28	0	2	9	0	0	25	1	1	0	2	1	8	0	0	1	13	0	0	0	2	2	8	1	19	4	3	0	14	37	0	0	0	1	9	0	9	0	4	4	2	3	0	"NPB2013"	13698	17128	789	1030	1819	0.10620037365717	"0"	"NPB13_038_CU"	13699	19485	33632	14147	0.4206	330	38	"C"	"JA"	"JAC"	"3L"	"n"	0	0
"100"	"NPB13_038_TD"	82	399	3301	0	1	1	0	1	1	0	0	0	0	10	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	52	0	0	0	3	1	2	0	4	0	0	0	3	1	0	0	0	2	0	0	0	2	0	0	0	1	0	0	5	0	0	0	0	0	0	4	31	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	19	3	0	31	0	0	25	0	21	0	0	1	0	25	15	0	17	0	0	28	0	0	0	0	23	15	1	0	1	0	0	0	0	14	18	0	"NPB2013"	4194	18281	11108	2761	13869	0.758656528636289	"0"	"NPB13_038_TD"	4210	809	30350	29541	0.9733	42	38	"TX"	"JA"	"JATX"	"4L"	"y"	1	1
"101"	"NPB13_038_TU"	11	63	12	0	3	16	0	2	8	0	0	0	13	4	6	0	0	0	4	5	0	1	0	2	0	0	0	0	0	25	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	32	0	0	0	0	0	3	0	0	0	0	0	8	0	15	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	272	19883	16675	2851	19526	0.982044963033747	"0"	"NPB13_038_TU"	272	462	33559	33097	0.9862	81	38	"TX"	"JA"	"JATX"	"4L"	"n"	0	0
"102"	"NPB13_039_CD"	198	3536	3933	0	574	1	0	70	2	4	0	36	29	74	110	2	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	10	0	0	12	16	8	0	0	0	0	0	0	32	0	3	0	0	0	0	0	2	0	0	188	74	4	0	0	18	5	17	0	17	0	0	0	19	0	0	0	16	18	1	0	0	14	20	12	0	5	0	0	2	3	0	0	0	0	30	18	33	0	0	0	0	0	0	1	0	8	0	0	0	11	1	0	0	0	28	11	0	29	34	0	29	1	26	0	0	5	0	23	25	1	21	0	0	19	0	0	0	0	18	20	9	0	7	1	0	0	1	19	17	1	"NPB2013"	9581	16862	6212	629	6841	0.405705135808326	"0"	"NPB13_039_CD"	9607	6804	31247	24443	0.7823	99	39	"C"	"M"	"MC"	"4L"	"y"	1	1
"103"	"NPB13_039_CU"	1	1536	6	0	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	3	17	0	6	0	0	0	7	0	0	2	6	11	0	0	0	3	0	7	0	0	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	20	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	"NPB2013"	1709	12802	3772	7222	10994	0.858772066864552	"0"	"NPB13_039_CU"	1710	2210	40314	38104	0.9452	49	39	"C"	"M"	"MC"	"3L"	"n"	0	0
"104"	"NPB13_039_TD"	519	3935	2545	0	48	47	0	273	28	9	102	2	47	0	19	17	0	0	7	0	0	0	0	0	16	0	0	0	0	12	0	2	0	0	16	0	2	50	0	2	0	20	0	0	13	307	0	13	0	0	0	0	5	11	0	4	0	0	0	0	0	3	0	1	0	58	10	1	0	10	13	9	3	28	0	5	0	17	2	0	0	16	9	2	1	0	18	9	16	0	2	0	0	1	10	4	1	0	0	1	15	16	3	0	0	0	0	1	1	0	18	0	0	0	7	1	0	1	3	17	7	0	12	30	0	17	1	10	5	0	10	0	11	13	7	10	0	0	18	0	0	0	0	10	14	1	0	5	1	0	1	0	10	18	0	"NPB2013"	8615	19032	9148	23	9171	0.48187263556116	"0"	"NPB13_039_TD"	8625	9416	23071	13655	0.5919	196	39	"TX"	"M"	"MTX"	"4L"	"y"	1	1
