samples	Sphingomonas1	Pseudomonas1	Caloribacterium1	Acetobacteraceae1	Pseudomonas2	Pseudomonas3	Massilia1	Pseudomonas4	Massilia2	Sphingomonas2	Xanthomonas	Pseudomonas5	Duganella1	Microbacteriaceae2	Microbacteriaceae1	Sphingomonas3	Geobacillus	Clavibacter	Pseudomonas6	Massilia3	Pedobacter1	Acetobacteraceae2	Anoxybacillus	Pseudomonas7	Sphingomonas4	Rhizobium1	Pseudaminobacter	Hyphomicrobium	Chryseobacterium1	Chryseobacterium2	Pedobacter2	Methylobacterium1	Planctomicrobium	Microbacteriaceae3	Sphingomonas5	Gaetbulimicrobium1	Microbacteriaceae4	Pseudomonas8	Gaetbulimicrobium2	Aureimonas	Sphingomonadaceae	Pseudomonas9	Puniceicoccus1	Massilia4	Polaromonas	Pseudomonas10	Janthinobacterium	Pseudomonas11	Acinetobacter	Pseudomonas12	Neorhizobium	Acetobacteraceae3	Pseudomonas13	Pseudomonas14	Methylobacterium2	Sphingomonas6	Rhodococcus	Escherichia	Chryseobacterium3	Puniceicoccus2	Flavobacterium	Sphingomonas7	Hymenobacter1	Sphingomonas8	Pedobacter3	Caloribacterium2	Sphingomonas9	Sphingomonas11	Persicirhabdus	Pseudomonas15	Pseudomonas29	Pseudomonas21	Pseudomonas24	Pseudomonas16	Massilia5	Sphingomonas10	Arthrobacter	Pseudomonas17	Sphingomonas12	Pseudomonas20	Comamonas	Pseudomonas19	Pseudomonas18	Brevundimonas	Sphingomonas13	Hymenobacter2	Pseudomonas22	Duganella2	Pseudomonas23	Hymenobacter3	Pseudomonas25	Rhizobium2	Staphylococcus	Sphingomonas14	Pseudomonas26	Devosia	Pseudomonas30	Pedobacter4	Acetobacteraceae4	Pseudomonas27	Pseudomonas28	Thermoproteus	Sphingomonas15	Lactococcus	Enterococcus	Sanguibacter	Ramlibacter1	Rhizobium3	Pedobacter5	Sphingomonas17	Pseudomonas35	Sphingomonas16	Sphingomonas18	Hymenobacter4	Pseudomonas32	Sphingomonas19	Epilithonimonas	Ramlibacter2	Sphingomonas21	Caloribacterium3	Pseudomonas31	Paenibacillus	Caloribacterium4	Pseudomonas33	Sphingomonas20	Caloribacterium5	Pseudomonas34	Caloribacterium6	Sphingomonas22	Methylobacterium3	Pseudomonas36	Cloacibacterium	Caloribacterium7	Caloribacterium8	Pseudomonas37	Caloribacterium9	Massilia6	Massilia7	Caloribacterium10	Massilia8	Sphingomonas23	Sphingomonas24	Methylobacterium4	Caloribacterium11	Caloribacterium12	Pseudomonas39	Microbacteriaceae5	Pseudomonas38	Sphingomonas25	Pseudomonas40	Sphingomonas26	Sphingomonas27	Phycisphaera	Caloribacterium13	Pseudomonas41	ROW_TOTALS	total_old	mtDNA	cpDNA	total	contam	prop_c	controls	exclude	in_MED	sample_mass	PlotNum	SubPlotTx	sp.cond	PlotCond	txfull	DmgM	herb.dmg.old	herb.dmg	stem.tx
NPB13_019_TU	5106	2147	33	0	9	49	142	32	155	69	0	3	141	0	5	214	0	0	1	21	0	0	0	20	116	0	0	0	0	0	0	16	0	3	196	0	0	15	0	11	1	1	0	2	27	1	6	2	0	0	0	0	4	14	7	38	58	0	0	0	0	18	2	32	4	2	29	18	2	12	8	4	0	14	6	37	0	7	20	4	0	7	14	45	19	4	5	28	10	0	1	0	0	15	13	12	0	1	0	0	13	0	9	0	0	0	0	0	0	23	0	3	12	0	3	15	0	3	8	0	7	0	0	29	3	0	1	0	21	0	4	0	1	1	18	0	6	1	0	3	15	58	0	5	0	2	3	2	5	0	10	8	0	0	0	9350	17060	4647	2338	16335	6985	0.4276	0	0	NPB13_019_TU	0.0824	19	TX	JA	JA	JATX	n	0	0	JATX
NPB13_039_CD	198	3536	3933	0	574	1	0	70	2	4	0	36	29	74	110	2	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	10	0	0	12	16	8	0	0	0	0	0	0	32	0	3	0	0	0	0	0	2	0	0	188	74	4	0	0	18	5	17	0	17	0	0	0	19	0	0	0	16	18	1	0	0	14	20	12	0	5	0	0	2	3	0	0	0	0	30	18	33	0	0	0	0	0	0	1	0	8	0	0	0	11	1	0	0	0	28	11	0	29	34	0	29	1	26	0	0	5	0	23	25	1	21	0	0	19	0	0	0	0	18	20	9	0	7	1	0	0	1	19	17	1	9581	16862	6212	629	16422	6841	0.4166	0	0	NPB13_039_CD	0.0713	39	C	MOCK	M	MC	y	1	1	MC
NPB13_037_TD	907	7173	552	0	2	47	3	31	41	4	0	2	42	1	1	40	0	0	0	9	0	0	0	0	22	0	0	0	0	1	0	0	0	0	16	0	0	63	0	1	0	1	0	0	89	0	0	28	0	0	0	0	26	63	0	3	1	0	1	0	0	2	1	7	6	8	41	4	0	64	21	20	0	47	2	0	0	31	5	0	2	31	26	0	2	0	32	21	26	0	3	0	1	5	30	1	0	0	0	2	21	1	1	0	0	0	0	0	0	5	0	0	5	0	11	2	0	0	2	6	17	0	3	11	0	4	4	2	0	0	17	0	2	1	15	2	1	0	3	0	2	0	0	4	2	7	0	3	1	0	0	1	2	1	31	9801	12800	2435	73	12309	2508	0.2038	0	0	NPB13_037_TD	0.0972	37	TX	SA	SA	SATX	y	1	1	SATX
NPB13_015_CD	222	8276	124	0	13	31	0	119	14	0	1	0	2	0	15	8	0	0	285	7	5	0	0	19	5	0	0	0	0	1	0	0	0	0	4	0	0	105	0	0	0	5	0	0	0	7	13	13	0	0	28	0	18	40	0	4	0	0	1	0	24	0	0	0	0	2	16	0	0	44	9	16	1	28	0	0	0	28	1	5	0	35	29	2	1	0	27	3	27	0	6	0	0	1	6	1	1	0	0	0	18	2	2	0	0	0	0	0	0	0	14	0	0	0	17	0	1	0	0	2	15	0	0	4	0	0	74	1	1	0	10	0	0	0	7	0	1	0	3	0	0	0	0	0	1	8	1	21	0	20	0	1	1	0	4	9927	11163	741	12	10680	753	0.0705	0	0	NPB13_015_CD	0.0871	15	C	MOCK	M	MC	y	1	1	MC
NPB13_010_TD	10	2383	3137	0	977	1	0	244	0	0	0	1427	0	0	0	1	0	0	118	0	0	0	0	66	0	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0	546	0	0	0	116	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	1	41	0	0	0	16	13	6	0	12	0	0	0	14	0	64	0	9	7	0	0	0	15	0	9	0	291	0	0	0	0	0	0	0	0	91	4	35	0	0	0	0	0	0	0	0	47	0	0	0	10	0	0	0	0	27	9	0	13	2	0	13	0	16	0	0	3	0	13	22	0	11	0	0	10	0	0	0	0	9	18	30	0	5	0	21	0	0	14	7	10	10006	14878	4222	26	14254	4248	0.2980	0	0	NPB13_010_TD	0.0902	10	TX	MOCK	M	MTX	y	1	1	MC
NPB13_048_TD	4	3467	1545	0	3144	0	0	384	0	0	0	1	0	38	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	39	0	0	0	31	0	0	0	526	6	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	24	8	8	0	22	0	0	0	16	0	5	0	6	15	0	0	0	22	0	21	0	2	0	0	0	0	0	0	0	0	248	3	7	0	0	0	0	0	0	0	0	86	0	0	0	5	0	0	0	0	10	5	0	6	3	0	9	1	2	0	0	2	0	13	7	0	3	0	0	2	0	0	0	0	3	6	66	10	0	0	0	0	0	3	1	0	10416	13231	2054	22	12492	2076	0.1662	0	0	NPB13_048_TD	0.1037	48	TX	SA	SA	SATX	y	1	1	SATX
NPB13_046_TD	2551	6757	0	0	0	64	17	302	439	5	4	3	150	1	0	101	0	0	3	19	0	0	0	3	42	0	0	0	0	0	0	1	0	0	10	0	0	80	0	1	2	4	0	1	13	10	0	12	0	0	34	0	13	40	0	18	0	0	0	0	10	5	0	23	0	0	81	11	0	43	19	23	0	32	47	20	0	27	15	0	0	39	32	6	12	0	27	68	22	0	7	1	0	4	59	4	0	0	0	0	23	0	7	0	0	0	1	11	0	8	0	0	3	0	11	6	0	0	12	0	21	0	0	70	0	0	7	0	7	0	8	0	0	0	33	0	13	0	0	0	2	0	0	0	0	5	0	11	2	0	2	3	0	0	1	11604	17493	5055	49	16708	5104	0.3055	0	0	NPB13_046_TD	0.0946	46	TX	JA	JA	JATX	y	1	1	JATX
NPB13_006_CD	3934	5435	11	0	24	15	14	129	213	38	100	0	269	0	15	153	0	2	4	16	0	0	0	0	69	0	0	0	0	1	0	1	0	0	9	0	4	59	0	20	9	0	0	3	17	0	1	2	0	0	129	0	3	26	0	36	1	0	0	0	0	19	0	21	1	0	44	20	1	39	15	13	0	33	14	26	0	29	16	1	0	29	32	49	15	0	20	53	29	0	1	19	0	16	21	34	0	12	0	0	8	0	14	0	0	0	3	38	0	11	1	3	8	0	21	13	0	0	4	0	18	0	0	1	1	0	44	0	10	0	16	0	0	0	31	0	4	0	0	0	13	12	0	0	0	4	6	9	8	0	7	7	0	0	1	11700	14088	1037	141	12878	1178	0.0915	0	0	NPB13_006_CD	0.097	6	C	MOCK	JA	JAC	y	1	1	MC
NPB13_012_CD	0	9484	1635	0	2	1	0	100	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	68	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	51	29	39	0	63	0	0	0	46	0	0	0	36	46	0	0	0	42	0	26	0	7	0	0	0	0	0	0	0	0	0	39	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	25	35	0	11	7	0	13	7	7	0	0	14	0	10	9	0	9	0	0	7	0	0	0	0	8	9	9	0	20	0	0	0	0	7	6	30	12144	31651	18919	139	31202	19058	0.6108	0	0	NPB13_012_CD	0.0875	12	C	MOCK	JA	JAC	y	1	1	MC
NPB13_043_CD	1486	9755	21	4	0	14	0	36	0	0	0	0	1	0	0	48	0	0	2	0	0	0	0	1	36	0	0	0	0	0	0	1	0	0	0	0	0	106	0	0	0	2	0	0	0	6	0	2	0	3	0	0	7	61	0	12	5	0	0	0	0	1	0	5	0	0	71	4	0	53	35	61	0	39	0	9	0	56	2	0	0	45	37	0	2	0	42	0	32	0	9	0	0	9	0	0	0	0	0	0	51	0	16	0	0	0	0	0	0	3	0	0	1	0	32	3	0	0	0	0	29	0	0	4	0	0	72	0	5	0	17	0	0	0	18	0	0	0	0	0	6	0	0	0	0	10	0	21	3	0	0	0	1	0	1	12414	13314	169	136	12719	305	0.0240	0	0	NPB13_043_CD	0.0554	43	C	MOCK	M	MC	y	1	1	MC
NPB13_029_CD	132	6444	76	0	212	354	3	754	13	2	0	106	147	1	265	16	0	0	26	0	0	0	0	439	2	0	0	0	2197	3	0	0	0	0	2	0	4	73	0	0	0	152	0	0	4	644	1	92	1	0	0	0	90	33	0	2	0	0	7	0	0	1	0	0	12	2	7	1	0	24	24	28	15	32	6	3	3	39	0	4	0	24	26	1	1	0	32	0	27	0	29	0	1	1	18	0	15	0	0	25	23	0	0	0	0	0	0	0	0	0	25	0	0	0	13	0	0	0	0	0	10	0	1	1	0	0	67	0	1	0	11	0	0	1	1	1	0	0	0	0	0	0	0	0	1	14	2	19	0	0	0	0	1	1	2	12893	14778	273	67	13233	340	0.0257	0	0	NPB13_029_CD	0.0792	29	C	MOCK	JA	JAC	y	1	1	MC
NPB13_045_TD	3	11759	104	0	48	20	0	94	0	0	0	5	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	4	0	0	0	27	0	14	0	0	0	0	12	89	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	46	20	44	0	66	0	0	0	61	0	0	0	43	49	0	0	0	56	0	41	0	15	0	0	0	0	0	2	0	0	8	49	0	0	0	0	0	0	0	0	0	3	0	0	0	22	0	0	0	0	2	20	0	1	113	0	0	7	1	0	0	19	0	1	1	0	0	0	0	0	0	0	0	0	1	1	10	0	28	0	0	0	0	0	1	0	13067	14939	1510	8	14585	1518	0.1041	0	0	NPB13_045_TD	0.0967	45	TX	JA	JA	JATX	y	1	1	JATX
NPB13_027_TD	237	4658	4	0	529	543	30	1669	1335	1	7	193	800	0	0	16	0	0	254	239	0	0	0	162	5	0	0	0	3	20	0	0	0	0	19	0	1	40	0	0	0	141	0	2	2	99	874	133	0	0	7	0	143	28	0	1	2	0	1	0	32	0	0	2	2	0	13	0	0	32	7	11	62	9	104	1	2	12	0	52	0	17	24	5	2	0	20	185	11	0	50	0	0	0	190	8	26	0	0	41	12	0	0	0	0	0	1	18	20	1	36	0	0	0	13	2	0	0	8	0	9	0	0	3	0	0	1	0	3	0	5	0	0	0	6	0	23	0	1	0	0	1	0	0	0	15	1	6	0	30	0	0	0	0	3	13336	18132	1267	22	14625	1289	0.0881	0	0	NPB13_027_TD	0.1014	27	TX	JA	JA	JATX	y	1	1	JATX
NPB13_045_CD	240	11288	467	0	0	0	0	34	122	28	0	1	0	39	73	7	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	4	36	0	0	127	0	0	0	0	0	0	13	1	0	1	0	0	0	0	0	72	0	3	0	0	0	0	0	0	0	2	4	7	13	1	0	72	30	57	0	62	9	1	0	56	2	0	0	34	40	0	0	0	50	0	48	0	8	0	0	3	13	3	0	0	0	0	35	3	1	0	1	0	0	0	6	0	0	0	0	0	11	0	0	0	0	4	23	0	3	135	0	5	10	0	0	0	17	0	2	1	8	2	4	0	5	0	0	0	0	1	1	9	2	22	1	0	0	0	1	2	1	13396	22173	8215	74	21685	8289	0.3822	0	0	NPB13_045_CD	0.0815	45	C	MOCK	JA	JAC	y	1	1	MC
NPB13_009_TD	93	107	7689	0	4246	14	1	15	1	9	0	46	0	77	99	3	0	0	5	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	43	0	0	0	214	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	123	8	1	0	2	5	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	12	2	71	0	0	0	0	0	0	0	0	11	0	1	0	5	2	0	0	0	48	0	0	48	0	0	41	1	38	0	0	4	0	43	42	0	39	0	0	39	0	0	0	0	32	44	2	3	0	0	2	0	0	38	27	0	13438	25590	10910	468	24816	11378	0.4585	0	0	NPB13_009_TD	0.0938	9	TX	MOCK	M	MTX	y	1	1	MC
NPB13_012_TU	118	9868	211	0	30	11	1	49	2	1125	0	21	0	9	264	3	0	0	51	0	0	0	0	81	2	0	0	0	18	37	0	0	0	0	12	0	37	90	0	0	0	6	0	0	2	12	33	0	0	1	0	0	1	82	0	3	0	0	86	0	3	1	0	1	312	5	2	0	0	57	25	95	1	49	0	0	0	54	0	3	2	49	50	64	0	0	44	0	47	0	8	0	3	0	2	50	0	10	0	1	39	4	0	0	0	0	0	0	0	0	1	45	0	0	24	1	0	0	1	0	27	0	1	8	36	2	6	2	0	0	16	0	2	2	13	0	0	0	1	0	0	0	0	1	5	9	46	32	0	2	0	0	1	2	37	13570	21014	1899	4517	19986	6416	0.3210	0	0	NPB13_012_TU	0.0771	12	TX	JA	JA	JATX	n	0	0	JATX
NPB13_038_CU	6911	259	237	0	29	73	85	60	1123	202	0	83	86	15	124	276	1	2	7	257	11	0	0	6	124	0	0	0	2	21	0	0	0	0	2265	0	36	1	0	2	5	1	0	1	417	2	79	0	0	0	0	0	0	0	0	55	8	0	41	0	0	21	0	47	55	5	13	16	0	0	1	1	0	1	13	32	0	1	33	7	1	1	0	85	33	0	0	2	2	0	0	0	0	95	6	23	1	15	0	0	2	0	24	0	0	0	2	2	3	24	0	11	28	0	2	9	0	0	25	1	1	0	2	1	8	0	0	1	13	0	0	0	2	2	8	1	19	4	3	0	14	37	0	0	0	1	9	0	9	0	4	4	2	3	0	13698	17128	789	1030	15517	1819	0.1172	0	0	NPB13_038_CU	0.0609	38	C	MOCK	JA	JAC	n	0	0	MC
NPB13_013_TU	10	3588	1940	0	1176	0	0	118	0	0	0	59	0	27	6	0	0	0	483	1	0	0	0	6157	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	64	0	0	0	28	0	0	0	0	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	35	0	0	0	22	19	10	0	13	0	0	0	14	0	2	0	16	14	0	0	0	14	1	15	0	6	0	0	0	0	2	0	0	0	5	13	18	0	1	0	0	0	0	0	0	11	0	0	0	10	0	0	0	0	13	12	0	19	29	0	12	6	16	0	0	12	0	7	10	0	11	0	0	12	0	0	0	0	15	15	2	0	8	0	4	0	0	13	9	2	14205	24384	5100	4010	23315	9110	0.3907	0	0	NPB13_013_TU	0.0966	13	TX	SA	SA	SATX	n	0	0	SATX
NPB13_021_TD	49	12966	0	1	1	116	0	110	8	8	0	5	45	0	0	4	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	1	0	0	0	0	3	13	0	1	0	0	12	107	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	93	35	48	0	64	1	1	0	52	0	0	3	65	60	0	0	0	72	17	52	0	6	0	0	0	2	0	0	0	0	0	54	0	0	0	0	0	0	0	0	1	0	0	0	0	31	1	0	0	0	0	37	0	0	12	0	0	9	0	0	0	30	2	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	28	0	0	0	0	0	0	67	14475	16770	1119	670	16264	1789	0.1100	0	0	NPB13_021_TD	0.0872	21	TX	SA	SA	SATX	y	1	1	SATX
NPB13_038_CD	391	2023	380	0	452	2328	1	748	578	13	3	1155	227	14	107	19	0	3	454	205	30	0	0	236	7	0	0	1	14	574	0	0	0	0	10	0	0	13	0	0	0	341	0	0	24	119	635	278	0	1	5	0	187	14	0	4	0	0	640	0	1142	2	0	2	17	6	27	0	0	11	8	9	237	6	61	0	0	9	0	663	0	14	7	12	0	0	8	5	13	0	179	0	0	8	34	3	158	26	0	39	4	5	1	0	0	0	0	6	0	0	24	1	0	0	11	1	64	4	2	1	4	0	2	1	0	0	16	2	0	0	4	0	2	2	2	0	6	0	2	0	0	0	0	3	2	18	0	0	1	45	2	1	3	1	0	15183	24415	5713	48	20944	5761	0.2751	0	0	NPB13_038_CD	0.0935	38	C	MOCK	JA	JAC	y	1	1	MC
NPB13_057_CD	0	6203	8340	0	0	0	0	13	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	153	0	0	0	34	6	20	0	25	0	0	0	31	0	0	0	27	26	0	0	0	33	0	22	0	0	0	0	0	0	0	0	0	0	0	14	69	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	39	14	0	37	69	0	43	0	42	0	0	11	0	48	54	0	36	0	0	45	0	0	0	0	32	29	3	0	8	0	0	0	0	30	26	1	15716	27467	11256	53	27025	11309	0.4185	0	0	NPB13_057_CD	0.1057	57	C	MOCK	M	MC	y	1	1	MC
NPB13_011_CD	17	1188	660	0	1794	39	0	386	2	0	0	341	0	6	230	0	0	0	5401	13	0	0	0	3243	0	0	0	0	46	61	0	0	0	0	1	0	3	15	1	0	0	978	0	0	1	420	5	9	1	0	0	0	3	5	0	0	0	0	27	0	56	0	0	0	2	3	2	0	0	13	7	9	19	10	0	0	0	4	0	26	0	1	1	0	0	0	4	0	6	0	16	0	0	0	0	1	10	0	0	37	2	3	0	0	0	0	0	0	0	0	67	0	0	0	2	0	0	0	0	9	1	0	4	13	0	3	1	3	2	0	2	0	2	2	0	2	0	0	0	0	0	0	0	1	3	25	1	1	0	447	0	1	2	2	0	15724	19051	931	13	16668	944	0.0566	0	0	NPB13_011_CD	0.0852	11	C	MOCK	SA	SAC	y	1	1	MC
NPB13_048_CD	31	10179	2722	0	1228	2	0	311	1	0	0	4	0	50	505	1	0	4	36	0	0	0	0	22	0	0	0	0	0	0	0	0	0	20	0	0	2	143	0	0	0	6	0	0	0	44	1	2	0	0	0	0	2	62	0	0	0	0	1	0	0	0	0	0	0	45	0	0	0	53	35	45	0	51	0	0	0	41	0	1	0	39	44	0	0	0	40	0	42	0	6	0	0	0	0	0	0	0	0	101	34	26	0	0	0	0	0	0	0	0	31	0	0	0	15	0	0	0	0	22	28	0	17	2	0	12	75	18	0	0	12	0	19	16	0	19	0	0	18	0	0	0	0	13	8	34	5	14	0	0	0	0	8	13	1	16382	21813	4300	407	21089	4707	0.2232	0	0	NPB13_048_CD	0.0985	48	C	MOCK	SA	SAC	y	1	1	MC
NPB13_001_TD	633	2496	985	0	2160	59	28	244	2694	0	1	1	6	35	609	21	0	3	56	13	0	0	0	9	19	0	0	0	147	4890	0	0	0	29	8	0	1	28	0	0	2	1	0	0	0	9	5	9	0	0	0	0	6	20	0	5	4	0	319	0	11	6	0	8	0	19	17	2	0	13	13	47	5	12	147	2	0	7	1	13	0	13	14	3	3	0	13	2	17	0	0	0	0	1	63	0	7	5	0	103	12	7	0	0	0	0	0	3	0	4	34	0	0	0	7	2	336	0	4	10	6	0	10	0	0	5	0	6	2	0	6	0	4	6	10	4	36	0	6	1	0	0	0	5	1	27	3	3	0	11	2	1	4	2	1	16703	19911	1367	7	18077	1374	0.0760	0	0	NPB13_001_TD	0.111	1	TX	JA	JA	JATX	y	1	1	JATX
NPB13_030_CD	506	6979	59	0	3874	240	0	1690	11	1	3	1336	55	0	0	26	0	0	121	6	0	0	0	5	11	0	0	0	0	1	0	0	0	0	0	0	0	74	0	0	0	341	0	0	3	106	2	63	0	0	7	0	35	46	0	2	0	0	0	0	0	1	0	0	0	1	38	0	0	39	30	19	41	30	1	1	1	22	4	943	1	32	35	0	3	0	36	16	30	0	214	1	0	0	3	1	15	0	0	206	8	1	1	0	0	0	1	0	0	2	86	0	1	0	23	0	0	1	0	1	13	0	0	5	0	3	16	0	0	0	32	0	0	0	1	1	0	0	0	0	0	0	0	0	0	52	0	10	1	22	0	1	1	0	1	17651	19626	833	125	18609	958	0.0515	0	0	NPB13_030_CD	0.0936	30	C	MOCK	SA	SAC	y	1	1	MC
NPB13_037_CD	121	488	20	0	1826	881	12	369	215	4	0	64	2225	0	17	3	0	0	1668	177	0	0	0	1239	2	0	0	0	51	2080	0	0	0	0	8	0	0	4	0	0	1	599	0	0	26	190	3232	139	0	0	28	0	21	1	0	1	0	0	76	0	1611	0	0	0	42	0	7	1	0	5	4	6	133	5	9	1	0	1	0	473	0	1	5	5	0	0	3	125	0	0	2	1	0	1	17	9	80	17	0	30	2	0	0	0	0	0	0	34	1	0	17	0	0	0	2	0	39	1	5	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	4	1	0	0	0	8	0	0	0	11	2	1	0	112	0	0	0	0	0	18627	30289	6845	57	25529	6902	0.2704	0	0	NPB13_037_CD	0.0816	37	C	MOCK	SA	SAC	y	1	1	MC
NPB13_019_TD	404	1431	49	0	564	437	3	448	20	11	0	176	8195	0	178	28	1	0	242	29	6	0	0	625	14	0	0	0	1651	159	0	2	0	0	49	0	1	19	0	1	0	169	0	0	147	106	505	67	0	0	258	0	39	8	0	4	3	0	2381	0	209	0	0	3	37	0	5	5	0	4	5	5	35	4	0	0	0	9	1	87	0	6	4	19	4	0	7	135	7	0	24	1	0	3	125	7	20	91	0	25	7	0	2	0	0	0	1	52	6	1	19	0	0	0	5	0	8	6	15	0	1	0	0	1	0	0	13	0	1	0	9	0	0	0	1	0	0	0	0	0	0	3	0	0	0	12	9	0	0	17	2	0	0	0	0	19508	25624	107	15	19630	122	0.0062	0	0	NPB13_019_TD	0.0806	19	TX	JA	JA	JATX	y	1	1	JATX
NPB13_050_TD	3	20007	29	0	9	13	0	101	0	0	0	40	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	217	0	0	0	10	0	0	0	12	0	12	0	0	0	0	5	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	45	54	0	105	0	0	0	92	0	0	0	83	80	0	0	0	82	0	93	0	31	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	3	0	0	0	38	0	0	0	0	1	48	0	0	15	0	0	11	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	31	0	0	0	0	1	2	57	21698	22391	74	11	21783	85	0.0039	0	0	NPB13_050_TD	0.062	50	TX	MOCK	M	MTX	y	1	1	MC
NPB13_012_TD	62	19086	247	0	5	38	0	537	0	0	0	201	0	0	50	2	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	0	0	2	190	0	0	0	72	0	0	0	7	1	16	0	0	1	0	12	124	0	0	0	0	4	0	0	0	0	0	16	6	7	0	0	102	62	127	0	83	0	0	0	81	3	1	0	74	89	0	0	0	77	0	78	0	62	0	0	0	0	0	0	0	0	0	64	1	0	0	0	0	0	0	0	0	3	0	0	0	32	0	0	0	0	6	49	0	1	16	0	0	11	1	0	0	25	0	3	1	0	0	0	0	1	0	0	0	0	0	0	15	0	42	0	0	0	0	1	2	83	21906	23016	400	38	22344	438	0.0196	0	0	NPB13_012_TD	0.0903	12	TX	JA	JA	JATX	y	1	1	JATX
